,receps,object,scores
7396,Fork,BathtubBasin,1
7397,Glassbottle,BathtubBasin,1
7398,HandTowel,BathtubBasin,1
7399,HousePlant,BathtubBasin,1
7400,Kettle,BathtubBasin,1
7401,KeyChain,BathtubBasin,1
7402,Knife,BathtubBasin,1
7403,Ladle,BathtubBasin,1
7404,Laptop,BathtubBasin,1
7405,LaundryHamperLid,BathtubBasin,1
7406,Lettuce,BathtubBasin,1
7407,LettuceSliced,BathtubBasin,1
7408,LightSwitch,BathtubBasin,1
7409,Mug,BathtubBasin,1
7410,Newspaper,BathtubBasin,1
7411,Pan,BathtubBasin,1
7412,PaperTowel,BathtubBasin,1
7413,PaperTowelRoll,BathtubBasin,1
7414,Pen,BathtubBasin,1
7415,Pencil,BathtubBasin,1
7416,PepperShaker,BathtubBasin,1
7417,Pillow,BathtubBasin,1
7418,Plate,BathtubBasin,1
7419,Plunger,BathtubBasin,1
7420,Pot,BathtubBasin,1
7421,Potato,BathtubBasin,1
7422,PotatoSliced,BathtubBasin,1
7423,RemoteControl,BathtubBasin,1
7424,SaltShaker,BathtubBasin,1
7425,ScrubBrush,BathtubBasin,1
7426,ShowerDoor,BathtubBasin,1
7427,SoapBar,BathtubBasin,1
7428,SoapBottle,BathtubBasin,1
7429,Spatula,BathtubBasin,1
7430,Spoon,BathtubBasin,1
7431,SprayBottle,BathtubBasin,1
7432,Statue,BathtubBasin,1
7433,StoveKnob,BathtubBasin,1
7434,TeddyBear,BathtubBasin,1
7435,Television,BathtubBasin,1
7436,TennisRacket,BathtubBasin,1
7437,TissueBox,BathtubBasin,1
7438,ToiletPaper,BathtubBasin,1
7439,ToiletPaperHanger,BathtubBasin,1
7440,ToiletPaperRoll,BathtubBasin,1
7441,Tomato,BathtubBasin,1
7442,TomatoSliced,BathtubBasin,1
7443,Towel,BathtubBasin,1
7444,Vase,BathtubBasin,1
7445,Watch,BathtubBasin,1
7446,WateringCan,BathtubBasin,1
7447,WineBottle,BathtubBasin,1
7448,ArmChair,Bed,1
7449,BathtubBasin,Bed,1
7450,Bed,Bed,1
7451,Cabinet,Bed,1
7452,Cart,Bed,1
7453,CoffeeMachine,Bed,1
7454,CoffeeTable,Bed,1
7455,CounterTop,Bed,1
7456,Desk,Bed,1
7457,DiningTable,Bed,1
7458,Drawer,Bed,1
7459,Dresser,Bed,1
7460,Fridge,Bed,1
7461,GarbageCan,Bed,1
7462,Microwave,Bed,1
7463,Ottoman,Bed,1
7464,Safe,Bed,1
7465,Shelf,Bed,1
7466,SideTable,Bed,1
7467,SinkBasin,Bed,1
7468,Sofa,Bed,1
7469,StoveBurner,Bed,1
7470,TVStand,Bed,1
7471,Toilet,Bed,1
7472,AlarmClock,Bed,1
7473,Apple,Bed,1
7474,AppleSliced,Bed,1
7475,BaseballBat,Bed,1
7476,BasketBall,Bed,1
7477,Book,Bed,1
7478,Bowl,Bed,1
7479,Box,Bed,1
7480,Bread,Bed,1
7481,BreadSliced,Bed,1
7482,ButterKnife,Bed,1
7483,CD,Bed,1
7484,Candle,Bed,1
7485,CellPhone,Bed,1
7486,Cloth,Bed,1
7487,CreditCard,Bed,1
7488,Cup,Bed,1
7489,DeskLamp,Bed,1
7490,DishSponge,Bed,1
7491,Egg,Bed,1
7492,Faucet,Bed,1
7493,FloorLamp,Bed,1
7494,Fork,Bed,1
7495,Glassbottle,Bed,1
7496,HandTowel,Bed,1
7497,HousePlant,Bed,1
7498,Kettle,Bed,1
7499,KeyChain,Bed,1
7500,Knife,Bed,1
7501,Ladle,Bed,1
7502,Laptop,Bed,1
7503,LaundryHamperLid,Bed,1
7504,Lettuce,Bed,1
7505,LettuceSliced,Bed,1
7506,LightSwitch,Bed,1
7507,Mug,Bed,1
7508,Newspaper,Bed,1
7509,Pan,Bed,1
7510,PaperTowel,Bed,1
7511,PaperTowelRoll,Bed,1
7512,Pen,Bed,1
7513,Pencil,Bed,1
7514,PepperShaker,Bed,1
7515,Pillow,Bed,1
7516,Plate,Bed,1
7517,Plunger,Bed,1
7518,Pot,Bed,1
7519,Potato,Bed,1
7520,PotatoSliced,Bed,1
7521,RemoteControl,Bed,1
7522,SaltShaker,Bed,1
7523,ScrubBrush,Bed,1
7524,ShowerDoor,Bed,1
7525,SoapBar,Bed,1
7526,SoapBottle,Bed,1
7527,Spatula,Bed,1
7528,Spoon,Bed,1
7529,SprayBottle,Bed,1
7530,Statue,Bed,1
7531,StoveKnob,Bed,1
7532,TeddyBear,Bed,1
7533,Television,Bed,1
7534,TennisRacket,Bed,1
7535,TissueBox,Bed,1
7536,ToiletPaper,Bed,1
7537,ToiletPaperHanger,Bed,1
7538,ToiletPaperRoll,Bed,1
7539,Tomato,Bed,1
7540,TomatoSliced,Bed,1
7541,Towel,Bed,1
7542,Vase,Bed,1
7543,Watch,Bed,1
7544,WateringCan,Bed,1
7545,WineBottle,Bed,1
7546,ArmChair,Cabinet,1
7547,BathtubBasin,Cabinet,1
7548,Bed,Cabinet,1
7549,Cabinet,Cabinet,1
7550,Cart,Cabinet,1
7551,CoffeeMachine,Cabinet,1
7552,CoffeeTable,Cabinet,1
7553,CounterTop,Cabinet,1
7554,Desk,Cabinet,1
7555,DiningTable,Cabinet,1
7556,Drawer,Cabinet,1
7557,Dresser,Cabinet,1
7558,Fridge,Cabinet,1
7559,GarbageCan,Cabinet,1
7560,Microwave,Cabinet,1
7561,Ottoman,Cabinet,1
7562,Safe,Cabinet,1
7563,Shelf,Cabinet,1
7564,SideTable,Cabinet,1
7565,SinkBasin,Cabinet,1
7566,Sofa,Cabinet,1
7567,StoveBurner,Cabinet,1
7568,TVStand,Cabinet,1
7569,Toilet,Cabinet,1
7570,AlarmClock,Cabinet,1
7571,Apple,Cabinet,1
7572,AppleSliced,Cabinet,1
7573,BaseballBat,Cabinet,1
7574,BasketBall,Cabinet,1
7575,Book,Cabinet,1
7576,Bowl,Cabinet,1
7577,Box,Cabinet,1
7578,Bread,Cabinet,1
7579,BreadSliced,Cabinet,1
7580,ButterKnife,Cabinet,1
7581,CD,Cabinet,1
7582,Candle,Cabinet,1
7583,CellPhone,Cabinet,1
7584,Cloth,Cabinet,1
7585,CreditCard,Cabinet,1
7586,Cup,Cabinet,1
7587,DeskLamp,Cabinet,1
7588,DishSponge,Cabinet,1
7589,Egg,Cabinet,1
7590,Faucet,Cabinet,1
7591,FloorLamp,Cabinet,1
7592,Fork,Cabinet,1
7593,Glassbottle,Cabinet,1
7594,HandTowel,Cabinet,1
7595,HousePlant,Cabinet,1
7596,Kettle,Cabinet,1
7597,KeyChain,Cabinet,1
7598,Knife,Cabinet,1
7599,Ladle,Cabinet,1
7600,Laptop,Cabinet,1
7601,LaundryHamperLid,Cabinet,1
7602,Lettuce,Cabinet,1
7603,LettuceSliced,Cabinet,1
7604,LightSwitch,Cabinet,1
7605,Mug,Cabinet,1
7606,Newspaper,Cabinet,1
7607,Pan,Cabinet,1
7608,PaperTowel,Cabinet,1
7609,PaperTowelRoll,Cabinet,1
7610,Pen,Cabinet,1
7611,Pencil,Cabinet,1
7612,PepperShaker,Cabinet,1
7613,Pillow,Cabinet,1
7614,Plate,Cabinet,1
7615,Plunger,Cabinet,1
7616,Pot,Cabinet,1
7617,Potato,Cabinet,1
7618,PotatoSliced,Cabinet,1
7619,RemoteControl,Cabinet,1
7620,SaltShaker,Cabinet,1
7621,ScrubBrush,Cabinet,1
7622,ShowerDoor,Cabinet,1
7623,SoapBar,Cabinet,1
7624,SoapBottle,Cabinet,1
7625,Spatula,Cabinet,1
7626,Spoon,Cabinet,1
7627,SprayBottle,Cabinet,1
7628,Statue,Cabinet,1
7629,StoveKnob,Cabinet,1
7630,TeddyBear,Cabinet,1
7631,Television,Cabinet,1
7632,TennisRacket,Cabinet,1
7633,TissueBox,Cabinet,1
7634,ToiletPaper,Cabinet,1
7635,ToiletPaperHanger,Cabinet,1
7636,ToiletPaperRoll,Cabinet,1
7637,Tomato,Cabinet,1
7638,TomatoSliced,Cabinet,1
7639,Towel,Cabinet,1
7640,Vase,Cabinet,1
7641,Watch,Cabinet,1
7642,WateringCan,Cabinet,1
7643,WineBottle,Cabinet,1
7644,ArmChair,Cart,1
7645,BathtubBasin,Cart,1
7646,Bed,Cart,1
7647,Cabinet,Cart,1
7648,Cart,Cart,1
7649,CoffeeMachine,Cart,1
7650,CoffeeTable,Cart,1
7651,CounterTop,Cart,1
7652,Desk,Cart,1
7653,DiningTable,Cart,1
7654,Drawer,Cart,1
7655,Dresser,Cart,1
7656,Fridge,Cart,1
7657,GarbageCan,Cart,1
7658,Microwave,Cart,1
7659,Ottoman,Cart,1
7660,Safe,Cart,1
7661,Shelf,Cart,1
7662,SideTable,Cart,1
7663,SinkBasin,Cart,1
7664,Sofa,Cart,1
7665,StoveBurner,Cart,1
7666,TVStand,Cart,1
7667,Toilet,Cart,1
7668,AlarmClock,Cart,1
7669,Apple,Cart,1
7670,AppleSliced,Cart,1
7671,BaseballBat,Cart,1
7672,BasketBall,Cart,1
7673,Book,Cart,1
7674,Bowl,Cart,1
7675,Box,Cart,1
7676,Bread,Cart,1
7677,BreadSliced,Cart,1
7678,ButterKnife,Cart,1
7679,CD,Cart,1
7680,Candle,Cart,1
7681,CellPhone,Cart,1
7682,Cloth,Cart,1
7683,CreditCard,Cart,1
7684,Cup,Cart,1
7685,DeskLamp,Cart,1
7686,DishSponge,Cart,1
7687,Egg,Cart,1
7688,Faucet,Cart,1
7689,FloorLamp,Cart,1
7690,Fork,Cart,1
7691,Glassbottle,Cart,1
7692,HandTowel,Cart,1
7693,HousePlant,Cart,1
7694,Kettle,Cart,1
7695,KeyChain,Cart,1
7696,Knife,Cart,1
7697,Ladle,Cart,1
7698,Laptop,Cart,1
7699,LaundryHamperLid,Cart,1
7700,Lettuce,Cart,1
7701,LettuceSliced,Cart,1
7702,LightSwitch,Cart,1
7703,Mug,Cart,1
7704,Newspaper,Cart,1
7705,Pan,Cart,1
7706,PaperTowel,Cart,1
7707,PaperTowelRoll,Cart,1
7708,Pen,Cart,1
7709,Pencil,Cart,1
7710,PepperShaker,Cart,1
7711,Pillow,Cart,1
7712,Plate,Cart,1
7713,Plunger,Cart,1
7714,Pot,Cart,1
7715,Potato,Cart,1
7716,PotatoSliced,Cart,1
7717,RemoteControl,Cart,1
7718,SaltShaker,Cart,1
7719,ScrubBrush,Cart,1
7720,ShowerDoor,Cart,1
7721,SoapBar,Cart,1
7722,SoapBottle,Cart,1
7723,Spatula,Cart,1
7724,Spoon,Cart,1
7725,SprayBottle,Cart,1
7726,Statue,Cart,1
7727,StoveKnob,Cart,1
7728,TeddyBear,Cart,1
7729,Television,Cart,1
7730,TennisRacket,Cart,1
7731,TissueBox,Cart,1
7732,ToiletPaper,Cart,1
7733,ToiletPaperHanger,Cart,1
7734,ToiletPaperRoll,Cart,1
7735,Tomato,Cart,1
7736,TomatoSliced,Cart,1
7737,Towel,Cart,1
7738,Vase,Cart,1
7739,Watch,Cart,1
7740,WateringCan,Cart,1
7741,WineBottle,Cart,1
7742,ArmChair,CoffeeMachine,1
7743,BathtubBasin,CoffeeMachine,1
7744,Bed,CoffeeMachine,1
7745,Cabinet,CoffeeMachine,1
7746,Cart,CoffeeMachine,1
7747,CoffeeMachine,CoffeeMachine,1
7748,CoffeeTable,CoffeeMachine,1
7749,CounterTop,CoffeeMachine,1
7750,Desk,CoffeeMachine,1
7751,DiningTable,CoffeeMachine,1
7752,Drawer,CoffeeMachine,1
7753,Dresser,CoffeeMachine,1
7754,Fridge,CoffeeMachine,1
7755,GarbageCan,CoffeeMachine,1
7756,Microwave,CoffeeMachine,1
7757,Ottoman,CoffeeMachine,1
7758,Safe,CoffeeMachine,1
7759,Shelf,CoffeeMachine,1
7760,SideTable,CoffeeMachine,1
7761,SinkBasin,CoffeeMachine,1
7762,Sofa,CoffeeMachine,1
7763,StoveBurner,CoffeeMachine,1
7764,TVStand,CoffeeMachine,1
7765,Toilet,CoffeeMachine,1
7766,AlarmClock,CoffeeMachine,1
7767,Apple,CoffeeMachine,1
7768,AppleSliced,CoffeeMachine,1
7769,BaseballBat,CoffeeMachine,1
7770,BasketBall,CoffeeMachine,1
7771,Book,CoffeeMachine,1
7772,Bowl,CoffeeMachine,1
7773,Box,CoffeeMachine,1
7774,Bread,CoffeeMachine,1
7775,BreadSliced,CoffeeMachine,1
7776,ButterKnife,CoffeeMachine,1
7777,CD,CoffeeMachine,1
7778,Candle,CoffeeMachine,1
7779,CellPhone,CoffeeMachine,1
7780,Cloth,CoffeeMachine,1
7781,CreditCard,CoffeeMachine,1
7782,Cup,CoffeeMachine,1
7783,DeskLamp,CoffeeMachine,1
7784,DishSponge,CoffeeMachine,1
7785,Egg,CoffeeMachine,1
7786,Faucet,CoffeeMachine,1
7787,FloorLamp,CoffeeMachine,1
7788,Fork,CoffeeMachine,1
7789,Glassbottle,CoffeeMachine,1
7790,HandTowel,CoffeeMachine,1
7791,HousePlant,CoffeeMachine,1
7792,Kettle,CoffeeMachine,1
7793,KeyChain,CoffeeMachine,1
7794,Knife,CoffeeMachine,1
7795,Ladle,CoffeeMachine,1
7796,Laptop,CoffeeMachine,1
7797,LaundryHamperLid,CoffeeMachine,1
7798,Lettuce,CoffeeMachine,1
7799,LettuceSliced,CoffeeMachine,1
7800,LightSwitch,CoffeeMachine,1
7801,Mug,CoffeeMachine,1
7802,Newspaper,CoffeeMachine,1
7803,Pan,CoffeeMachine,1
7804,PaperTowel,CoffeeMachine,1
7805,PaperTowelRoll,CoffeeMachine,1
7806,Pen,CoffeeMachine,1
7807,Pencil,CoffeeMachine,1
7808,PepperShaker,CoffeeMachine,1
7809,Pillow,CoffeeMachine,1
7810,Plate,CoffeeMachine,1
7811,Plunger,CoffeeMachine,1
7812,Pot,CoffeeMachine,1
7813,Potato,CoffeeMachine,1
7814,PotatoSliced,CoffeeMachine,1
7815,RemoteControl,CoffeeMachine,1
7816,SaltShaker,CoffeeMachine,1
7817,ScrubBrush,CoffeeMachine,1
7818,ShowerDoor,CoffeeMachine,1
7819,SoapBar,CoffeeMachine,1
7820,SoapBottle,CoffeeMachine,1
7821,Spatula,CoffeeMachine,1
7822,Spoon,CoffeeMachine,1
7823,SprayBottle,CoffeeMachine,1
7824,Statue,CoffeeMachine,1
7825,StoveKnob,CoffeeMachine,1
7826,TeddyBear,CoffeeMachine,1
7827,Television,CoffeeMachine,1
7828,TennisRacket,CoffeeMachine,1
7829,TissueBox,CoffeeMachine,1
7830,ToiletPaper,CoffeeMachine,1
7831,ToiletPaperHanger,CoffeeMachine,1
7832,ToiletPaperRoll,CoffeeMachine,1
7833,Tomato,CoffeeMachine,1
7834,TomatoSliced,CoffeeMachine,1
7835,Towel,CoffeeMachine,1
7836,Vase,CoffeeMachine,1
7837,Watch,CoffeeMachine,1
7838,WateringCan,CoffeeMachine,1
7839,WineBottle,CoffeeMachine,1
7840,ArmChair,CoffeeTable,1
7841,BathtubBasin,CoffeeTable,1
7842,Bed,CoffeeTable,1
7843,Cabinet,CoffeeTable,1
7844,Cart,CoffeeTable,1
7845,CoffeeMachine,CoffeeTable,1
7846,CoffeeTable,CoffeeTable,1
7847,CounterTop,CoffeeTable,1
7848,Desk,CoffeeTable,1
7849,DiningTable,CoffeeTable,1
7850,Drawer,CoffeeTable,1
7851,Dresser,CoffeeTable,1
7852,Fridge,CoffeeTable,1
7853,GarbageCan,CoffeeTable,1
7854,Microwave,CoffeeTable,1
7855,Ottoman,CoffeeTable,1
7856,Safe,CoffeeTable,1
7857,Shelf,CoffeeTable,1
7858,SideTable,CoffeeTable,1
7859,SinkBasin,CoffeeTable,1
7860,Sofa,CoffeeTable,1
7861,StoveBurner,CoffeeTable,1
7862,TVStand,CoffeeTable,1
7863,Toilet,CoffeeTable,1
7864,AlarmClock,CoffeeTable,1
7865,Apple,CoffeeTable,1
7866,AppleSliced,CoffeeTable,1
7867,BaseballBat,CoffeeTable,1
7868,BasketBall,CoffeeTable,1
7869,Book,CoffeeTable,1
7870,Bowl,CoffeeTable,1
7871,Box,CoffeeTable,1
7872,Bread,CoffeeTable,1
7873,BreadSliced,CoffeeTable,1
7874,ButterKnife,CoffeeTable,1
7875,CD,CoffeeTable,1
7876,Candle,CoffeeTable,1
7877,CellPhone,CoffeeTable,1
7878,Cloth,CoffeeTable,1
7879,CreditCard,CoffeeTable,1
7880,Cup,CoffeeTable,1
7881,DeskLamp,CoffeeTable,1
7882,DishSponge,CoffeeTable,1
7883,Egg,CoffeeTable,1
7884,Faucet,CoffeeTable,1
7885,FloorLamp,CoffeeTable,1
7886,Fork,CoffeeTable,1
7887,Glassbottle,CoffeeTable,1
7888,HandTowel,CoffeeTable,1
7889,HousePlant,CoffeeTable,1
7890,Kettle,CoffeeTable,1
7891,KeyChain,CoffeeTable,1
7892,Knife,CoffeeTable,1
7893,Ladle,CoffeeTable,1
7894,Laptop,CoffeeTable,1
7895,LaundryHamperLid,CoffeeTable,1
7896,Lettuce,CoffeeTable,1
7897,LettuceSliced,CoffeeTable,1
7898,LightSwitch,CoffeeTable,1
7899,Mug,CoffeeTable,1
7900,Newspaper,CoffeeTable,1
7901,Pan,CoffeeTable,1
7902,PaperTowel,CoffeeTable,1
7903,PaperTowelRoll,CoffeeTable,1
7904,Pen,CoffeeTable,1
7905,Pencil,CoffeeTable,1
7906,PepperShaker,CoffeeTable,1
7907,Pillow,CoffeeTable,1
7908,Plate,CoffeeTable,1
7909,Plunger,CoffeeTable,1
7910,Pot,CoffeeTable,1
7911,Potato,CoffeeTable,1
7912,PotatoSliced,CoffeeTable,1
7913,RemoteControl,CoffeeTable,1
7914,SaltShaker,CoffeeTable,1
7915,ScrubBrush,CoffeeTable,1
7916,ShowerDoor,CoffeeTable,1
7917,SoapBar,CoffeeTable,1
7918,SoapBottle,CoffeeTable,1
7919,Spatula,CoffeeTable,1
7920,Spoon,CoffeeTable,1
7921,SprayBottle,CoffeeTable,1
7922,Statue,CoffeeTable,1
7923,StoveKnob,CoffeeTable,1
7924,TeddyBear,CoffeeTable,1
7925,Television,CoffeeTable,1
7926,TennisRacket,CoffeeTable,1
7927,TissueBox,CoffeeTable,1
7928,ToiletPaper,CoffeeTable,1
7929,ToiletPaperHanger,CoffeeTable,1
7930,ToiletPaperRoll,CoffeeTable,1
7931,Tomato,CoffeeTable,1
7932,TomatoSliced,CoffeeTable,1
7933,Towel,CoffeeTable,1
7934,Vase,CoffeeTable,1
7935,Watch,CoffeeTable,1
7936,WateringCan,CoffeeTable,1
7937,WineBottle,CoffeeTable,1
7938,ArmChair,CounterTop,1
7939,BathtubBasin,CounterTop,1
7940,Bed,CounterTop,1
7941,Cabinet,CounterTop,1
7942,Cart,CounterTop,1
7943,CoffeeMachine,CounterTop,1
7944,CoffeeTable,CounterTop,1
7945,CounterTop,CounterTop,1
7946,Desk,CounterTop,1
7947,DiningTable,CounterTop,1
7948,Drawer,CounterTop,1
7949,Dresser,CounterTop,1
7950,Fridge,CounterTop,1
7951,GarbageCan,CounterTop,1
7952,Microwave,CounterTop,1
7953,Ottoman,CounterTop,1
7954,Safe,CounterTop,1
7955,Shelf,CounterTop,1
7956,SideTable,CounterTop,1
7957,SinkBasin,CounterTop,1
7958,Sofa,CounterTop,1
7959,StoveBurner,CounterTop,1
7960,TVStand,CounterTop,1
7961,Toilet,CounterTop,1
7962,AlarmClock,CounterTop,1
7963,Apple,CounterTop,1
7964,AppleSliced,CounterTop,1
7965,BaseballBat,CounterTop,1
7966,BasketBall,CounterTop,1
7967,Book,CounterTop,1
7968,Bowl,CounterTop,1
7969,Box,CounterTop,1
7970,Bread,CounterTop,1
7971,BreadSliced,CounterTop,1
7972,ButterKnife,CounterTop,1
7973,CD,CounterTop,1
7974,Candle,CounterTop,1
7975,CellPhone,CounterTop,1
7976,Cloth,CounterTop,1
7977,CreditCard,CounterTop,1
7978,Cup,CounterTop,1
7979,DeskLamp,CounterTop,1
7980,DishSponge,CounterTop,1
7981,Egg,CounterTop,1
7982,Faucet,CounterTop,1
7983,FloorLamp,CounterTop,1
7984,Fork,CounterTop,1
7985,Glassbottle,CounterTop,1
7986,HandTowel,CounterTop,1
7987,HousePlant,CounterTop,1
7988,Kettle,CounterTop,1
7989,KeyChain,CounterTop,1
7990,Knife,CounterTop,1
7991,Ladle,CounterTop,1
7992,Laptop,CounterTop,1
7993,LaundryHamperLid,CounterTop,1
7994,Lettuce,CounterTop,1
7995,LettuceSliced,CounterTop,1
7996,LightSwitch,CounterTop,1
7997,Mug,CounterTop,1
7998,Newspaper,CounterTop,1
7999,Pan,CounterTop,1
8000,PaperTowel,CounterTop,1
8001,PaperTowelRoll,CounterTop,1
8002,Pen,CounterTop,1
8003,Pencil,CounterTop,1
8004,PepperShaker,CounterTop,1
8005,Pillow,CounterTop,1
8006,Plate,CounterTop,1
8007,Plunger,CounterTop,1
8008,Pot,CounterTop,1
8009,Potato,CounterTop,1
8010,PotatoSliced,CounterTop,1
8011,RemoteControl,CounterTop,1
8012,SaltShaker,CounterTop,1
8013,ScrubBrush,CounterTop,1
8014,ShowerDoor,CounterTop,1
8015,SoapBar,CounterTop,1
8016,SoapBottle,CounterTop,1
8017,Spatula,CounterTop,1
8018,Spoon,CounterTop,1
8019,SprayBottle,CounterTop,1
8020,Statue,CounterTop,1
8021,StoveKnob,CounterTop,1
8022,TeddyBear,CounterTop,1
8023,Television,CounterTop,1
8024,TennisRacket,CounterTop,1
8025,TissueBox,CounterTop,1
8026,ToiletPaper,CounterTop,1
8027,ToiletPaperHanger,CounterTop,1
8028,ToiletPaperRoll,CounterTop,1
8029,Tomato,CounterTop,1
8030,TomatoSliced,CounterTop,1
8031,Towel,CounterTop,1
8032,Vase,CounterTop,1
8033,Watch,CounterTop,1
8034,WateringCan,CounterTop,1
8035,WineBottle,CounterTop,1
8036,ArmChair,Desk,1
8037,BathtubBasin,Desk,1
8038,Bed,Desk,1
8039,Cabinet,Desk,1
8040,Cart,Desk,1
8041,CoffeeMachine,Desk,1
8042,CoffeeTable,Desk,1
8043,CounterTop,Desk,1
8044,Desk,Desk,1
8045,DiningTable,Desk,1
8046,Drawer,Desk,1
8047,Dresser,Desk,1
8048,Fridge,Desk,1
8049,GarbageCan,Desk,1
8050,Microwave,Desk,1
8051,Ottoman,Desk,1
8052,Safe,Desk,1
8053,Shelf,Desk,1
8054,SideTable,Desk,1
8055,SinkBasin,Desk,1
8056,Sofa,Desk,1
8057,StoveBurner,Desk,1
8058,TVStand,Desk,1
8059,Toilet,Desk,1
8060,AlarmClock,Desk,1
8061,Apple,Desk,1
8062,AppleSliced,Desk,1
8063,BaseballBat,Desk,1
8064,BasketBall,Desk,1
8065,Book,Desk,1
8066,Bowl,Desk,1
8067,Box,Desk,1
8068,Bread,Desk,1
8069,BreadSliced,Desk,1
8070,ButterKnife,Desk,1
8071,CD,Desk,1
8072,Candle,Desk,1
8073,CellPhone,Desk,1
8074,Cloth,Desk,1
8075,CreditCard,Desk,1
8076,Cup,Desk,1
8077,DeskLamp,Desk,1
8078,DishSponge,Desk,1
8079,Egg,Desk,1
8080,Faucet,Desk,1
8081,FloorLamp,Desk,1
8082,Fork,Desk,1
8083,Glassbottle,Desk,1
8084,HandTowel,Desk,1
8085,HousePlant,Desk,1
8086,Kettle,Desk,1
8087,KeyChain,Desk,1
8088,Knife,Desk,1
8089,Ladle,Desk,1
8090,Laptop,Desk,1
8091,LaundryHamperLid,Desk,1
8092,Lettuce,Desk,1
8093,LettuceSliced,Desk,1
8094,LightSwitch,Desk,1
8095,Mug,Desk,1
8096,Newspaper,Desk,1
8097,Pan,Desk,1
8098,PaperTowel,Desk,1
8099,PaperTowelRoll,Desk,1
8100,Pen,Desk,1
8101,Pencil,Desk,1
8102,PepperShaker,Desk,1
8103,Pillow,Desk,1
8104,Plate,Desk,1
8105,Plunger,Desk,1
8106,Pot,Desk,1
8107,Potato,Desk,1
8108,PotatoSliced,Desk,1
8109,RemoteControl,Desk,1
8110,SaltShaker,Desk,1
8111,ScrubBrush,Desk,1
8112,ShowerDoor,Desk,1
8113,SoapBar,Desk,1
8114,SoapBottle,Desk,1
8115,Spatula,Desk,1
8116,Spoon,Desk,1
8117,SprayBottle,Desk,1
8118,Statue,Desk,1
8119,StoveKnob,Desk,1
8120,TeddyBear,Desk,1
8121,Television,Desk,1
8122,TennisRacket,Desk,1
8123,TissueBox,Desk,1
8124,ToiletPaper,Desk,1
8125,ToiletPaperHanger,Desk,1
8126,ToiletPaperRoll,Desk,1
8127,Tomato,Desk,1
8128,TomatoSliced,Desk,1
8129,Towel,Desk,1
8130,Vase,Desk,1
8131,Watch,Desk,1
8132,WateringCan,Desk,1
8133,WineBottle,Desk,1
8134,ArmChair,DiningTable,1
8135,BathtubBasin,DiningTable,1
8136,Bed,DiningTable,1
8137,Cabinet,DiningTable,1
8138,Cart,DiningTable,1
8139,CoffeeMachine,DiningTable,1
8140,CoffeeTable,DiningTable,1
8141,CounterTop,DiningTable,1
8142,Desk,DiningTable,1
8143,DiningTable,DiningTable,1
8144,Drawer,DiningTable,1
8145,Dresser,DiningTable,1
8146,Fridge,DiningTable,1
8147,GarbageCan,DiningTable,1
8148,Microwave,DiningTable,1
8149,Ottoman,DiningTable,1
8150,Safe,DiningTable,1
8151,Shelf,DiningTable,1
8152,SideTable,DiningTable,1
8153,SinkBasin,DiningTable,1
8154,Sofa,DiningTable,1
8155,StoveBurner,DiningTable,1
8156,TVStand,DiningTable,1
8157,Toilet,DiningTable,1
8158,AlarmClock,DiningTable,1
8159,Apple,DiningTable,1
8160,AppleSliced,DiningTable,1
8161,BaseballBat,DiningTable,1
8162,BasketBall,DiningTable,1
8163,Book,DiningTable,1
8164,Bowl,DiningTable,1
8165,Box,DiningTable,1
8166,Bread,DiningTable,1
8167,BreadSliced,DiningTable,1
8168,ButterKnife,DiningTable,1
8169,CD,DiningTable,1
8170,Candle,DiningTable,1
8171,CellPhone,DiningTable,1
8172,Cloth,DiningTable,1
8173,CreditCard,DiningTable,1
8174,Cup,DiningTable,1
8175,DeskLamp,DiningTable,1
8176,DishSponge,DiningTable,1
8177,Egg,DiningTable,1
8178,Faucet,DiningTable,1
8179,FloorLamp,DiningTable,1
8180,Fork,DiningTable,1
8181,Glassbottle,DiningTable,1
8182,HandTowel,DiningTable,1
8183,HousePlant,DiningTable,1
8184,Kettle,DiningTable,1
8185,KeyChain,DiningTable,1
8186,Knife,DiningTable,1
8187,Ladle,DiningTable,1
8188,Laptop,DiningTable,1
8189,LaundryHamperLid,DiningTable,1
8190,Lettuce,DiningTable,1
8191,LettuceSliced,DiningTable,1
8192,LightSwitch,DiningTable,1
8193,Mug,DiningTable,1
8194,Newspaper,DiningTable,1
8195,Pan,DiningTable,1
8196,PaperTowel,DiningTable,1
8197,PaperTowelRoll,DiningTable,1
8198,Pen,DiningTable,1
8199,Pencil,DiningTable,1
8200,PepperShaker,DiningTable,1
8201,Pillow,DiningTable,1
8202,Plate,DiningTable,1
8203,Plunger,DiningTable,1
8204,Pot,DiningTable,1
8205,Potato,DiningTable,1
8206,PotatoSliced,DiningTable,1
8207,RemoteControl,DiningTable,1
8208,SaltShaker,DiningTable,1
8209,ScrubBrush,DiningTable,1
8210,ShowerDoor,DiningTable,1
8211,SoapBar,DiningTable,1
8212,SoapBottle,DiningTable,1
8213,Spatula,DiningTable,1
8214,Spoon,DiningTable,1
8215,SprayBottle,DiningTable,1
8216,Statue,DiningTable,1
8217,StoveKnob,DiningTable,1
8218,TeddyBear,DiningTable,1
8219,Television,DiningTable,1
8220,TennisRacket,DiningTable,1
8221,TissueBox,DiningTable,1
8222,ToiletPaper,DiningTable,1
8223,ToiletPaperHanger,DiningTable,1
8224,ToiletPaperRoll,DiningTable,1
8225,Tomato,DiningTable,1
